Attrition,Business Travel,Department,Education Field,Gender,Job Role,Marital Status,Over Time,Training Times Last Year,Age,Distance From Home,Education,Environment Satisfaction,Job Satisfaction,Monthly Income,Num Companies Worked,Percent Salary Hike,Relationship Satisfaction,Total Working Years,Years At Company,Years In Current Role,Years With Curr Manager
No,Travel_Rarely,R&D,Medical,Male,Research Director,Divorced,No,4,55,1,Master's Degree,2,4,14732,2,13,4,31,7,7,0
No,Travel_Rarely,R&D,Life Sciences,Male,Healthcare Representative,Divorced,No,3,49,7,Master's Degree,3,2,10466,3,14,2,29,8,7,7
No,Travel_Rarely,R&D,Life Sciences,Male,Healthcare Representative,Divorced,No,3,29,29,High School,4,3,6384,8,17,4,11,7,0,6
No,Travel_Rarely,R&D,Other,Male,Laboratory Technician,Divorced,No,3,27,19,Bachelor's Degree,4,1,4066,1,11,1,7,7,7,7
No,Travel_Rarely,R&D,Medical,Male,Research Scientist,Divorced,No,4,32,2,Bachelor's Degree,4,2,5470,0,13,3,10,9,5,6
No,Travel_Rarely,R&D,Technical Degree,Male,Healthcare Representative,Divorced,No,4,45,1,Master's Degree,1,2,7441,1,12,1,10,10,8,7
No,Travel_Rarely,R&D,Medical,Male,Laboratory Technician,Divorced,No,2,24,29,High School,2,1,3907,1,13,2,6,6,2,2
No,Travel_Rarely,R&D,Technical Degree,Male,Laboratory Technician,Divorced,No,3,24,21,Associates Degree,3,1,2296,0,14,2,2,1,1,0
No,Travel_Rarely,R&D,Other,Male,Research Scientist,Divorced,No,2,39,19,Master's Degree,4,4,3902,8,14,2,7,2,2,2
No,Travel_Rarely,R&D,Life Sciences,Male,Manager,Married,No,2,42,2,Bachelor's Degree,1,3,18880,5,11,1,24,22,6,14
No,Travel_Rarely,R&D,Medical,Male,Research Scientist,Married,No,2,37,13,Bachelor's Degree,1,4,4285,1,17,1,10,10,8,7
No,Travel_Rarely,R&D,Life Sciences,Male,Laboratory Technician,Married,No,3,27,11,High School,2,1,2099,0,14,2,6,5,0,4
No,Travel_Rarely,R&D,Life Sciences,Male,Research Scientist,Married,No,2,35,18,Doctoral Degree,2,1,5208,1,11,4,16,16,15,10
No,Travel_Rarely,R&D,Medical,Male,Laboratory Technician,Married,No,3,34,8,Bachelor's Degree,2,3,4404,2,12,1,6,4,3,2
No,Travel_Rarely,R&D,Medical,Male,Healthcare Representative,Married,No,2,53,24,Master's Degree,2,4,7005,3,15,3,11,4,3,2
No,Travel_Rarely,R&D,Life Sciences,Male,Research Director,Married,No,3,48,10,Bachelor's Degree,4,2,19665,4,12,4,29,22,10,9
No,Travel_Rarely,R&D,Medical,Male,Laboratory Technician,Married,No,6,30,1,Associates Degree,4,2,3748,1,13,3,12,12,8,7
No,Travel_Rarely,R&D,Life Sciences,Male,Healthcare Representative,Married,No,5,29,1,Bachelor's Degree,1,1,5373,0,12,1,6,5,3,2
No,Travel_Rarely,R&D,Technical Degree,Male,Healthcare Representative,Married,No,0,49,5,Master's Degree,1,3,6651,2,14,2,20,3,2,2
No,Travel_Rarely,R&D,Life Sciences,Male,Healthcare Representative,Married,No,1,43,11,Bachelor's Degree,1,3,7510,1,17,2,10,10,9,9
No,Travel_Rarely,R&D,Technical Degree,Male,Laboratory Technician,Married,No,2,25,1,Bachelor's Degree,1,4,3229,4,11,2,7,3,2,2
No,Travel_Rarely,R&D,Technical Degree,Male,Research Scientist,Married,No,2,47,1,Bachelor's Degree,1,4,3420,7,12,3,17,6,5,2
No,Travel_Rarely,R&D,Medical,Male,Laboratory Technician,Married,No,2,35,23,Master's Degree,2,3,2705,0,16,2,6,5,4,3
No,Travel_Rarely,R&D,Medical,Male,Research Scientist,Married,No,3,30,7,Bachelor's Degree,2,2,2141,1,12,2,6,6,4,1
No,Travel_Rarely,R&D,Medical,Male,Laboratory Technician,Married,No,3,34,5,Associates Degree,2,4,3986,1,14,3,15,15,10,13
No,Travel_Rarely,R&D,Technical Degree,Male,Research Scientist,Married,No,3,27,2,Master's Degree,2,2,2226,1,11,3,6,5,3,2
No,Travel_Rarely,R&D,Life Sciences,Male,Laboratory Technician,Married,No,2,31,2,Master's Degree,2,3,3477,1,14,4,6,5,2,3
No,Travel_Rarely,R&D,Life Sciences,Male,Research Scientist,Married,No,2,30,16,High School,2,4,2862,1,12,2,10,10,0,8
No,Travel_Rarely,R&D,Life Sciences,Male,Research Scientist,Married,No,3,34,1,Master's Degree,2,4,5484,9,17,2,9,2,2,1
No,Travel_Rarely,R&D,Life Sciences,Male,Healthcare Representative,Married,No,5,44,1,Master's Degree,2,1,5033,2,15,4,10,2,0,2
No,Travel_Rarely,R&D,Medical,Male,Laboratory Technician,Married,No,3,42,2,Bachelor's Degree,3,2,4841,4,14,2,4,1,0,0
No,Travel_Rarely,R&D,Life Sciences,Male,Laboratory Technician,Married,No,5,35,7,Associates Degree,3,4,2690,1,18,4,1,1,0,1
No,Travel_Rarely,R&D,Medical,Male,Research Director,Married,No,3,42,6,Bachelor's Degree,3,1,13348,9,13,2,18,13,7,7
No,Travel_Rarely,R&D,Life Sciences,Male,Research Scientist,Married,No,6,28,1,Bachelor's Degree,3,4,2044,1,11,3,5,5,3,3
No,Travel_Rarely,R&D,Life Sciences,Male,Healthcare Representative,Married,No,3,30,16,Bachelor's Degree,3,3,5294,3,16,3,10,7,0,7
No,Travel_Rarely,R&D,Medical,Male,Research Scientist,Married,No,1,24,9,Bachelor's Degree,3,3,4401,1,16,4,5,5,3,4
No,Travel_Rarely,R&D,Medical,Male,Healthcare Representative,Married,No,5,39,6,High School,4,1,9991,4,15,1,9,7,7,7
No,Travel_Rarely,R&D,Life Sciences,Male,Research Director,Married,No,1,44,28,Bachelor's Degree,4,1,16328,3,13,3,24,20,6,17
No,Travel_Rarely,R&D,Life Sciences,Male,Manufacturing Director,Married,No,3,35,27,Master's Degree,4,3,6883,2,16,2,17,7,7,7
No,Travel_Rarely,R&D,Life Sciences,Male,Research Scientist,Married,No,1,33,8,Master's Degree,4,1,3143,6,19,2,14,10,8,6
No,Travel_Rarely,R&D,Technical Degree,Male,Research Scientist,Married,No,2,23,10,Bachelor's Degree,4,3,2073,2,16,4,4,2,2,2
No,Travel_Rarely,R&D,Life Sciences,Male,Healthcare Representative,Married,No,2,36,26,Master's Degree,1,3,5347,6,14,2,10,3,2,2
No,Travel_Rarely,R&D,Life Sciences,Male,Laboratory Technician,Married,No,3,40,1,Master's Degree,1,4,2406,8,19,3,8,1,0,0
No,Travel_Rarely,R&D,Medical,Male,Healthcare Representative,Married,No,2,42,13,Bachelor's Degree,2,1,5538,5,18,3,10,0,0,0
No,Travel_Rarely,R&D,Life Sciences,Male,Laboratory Technician,Married,No,3,35,28,Bachelor's Degree,2,3,3407,1,17,4,10,10,9,8
No,Travel_Rarely,R&D,Life Sciences,Male,Manufacturing Director,Married,No,2,28,29,High School,3,2,6549,1,14,2,8,8,6,7
No,Travel_Rarely,R&D,Life Sciences,Male,Research Scientist,Married,No,2,29,9,Bachelor's Degree,3,3,2451,6,18,1,5,1,0,0
No,Travel_Rarely,R&D,Medical,Male,Manufacturing Director,Married,No,3,39,10,Doctoral Degree,2,1,5377,2,13,4,10,7,7,7
No,Travel_Rarely,R&D,Medical,Male,Laboratory Technician,Married,No,6,33,21,Bachelor's Degree,2,2,2028,1,18,4,14,14,11,13
No,Travel_Rarely,R&D,Medical,Male,Research Director,Married,No,2,55,2,Bachelor's Degree,3,1,19038,8,12,2,34,1,0,0
No,Travel_Rarely,R&D,Life Sciences,Male,Manufacturing Director,Married,No,2,37,19,Bachelor's Degree,3,3,5768,3,17,1,9,4,3,2
No,Travel_Rarely,R&D,Medical,Male,Laboratory Technician,Married,No,3,26,17,Master's Degree,4,3,2305,1,15,3,3,3,2,2
No,Travel_Rarely,R&D,Life Sciences,Male,Laboratory Technician,Single,No,2,36,4,Master's Degree,1,4,5810,1,16,3,10,10,4,8
No,Travel_Rarely,R&D,Life Sciences,Male,Laboratory Technician,Single,No,4,36,7,Bachelor's Degree,1,2,2013,2,11,3,15,4,3,3
No,Travel_Rarely,R&D,Life Sciences,Male,Laboratory Technician,Single,No,2,23,20,High School,1,3,2272,0,14,2,5,4,3,2
No,Travel_Rarely,R&D,Medical,Male,Research Scientist,Single,No,4,34,7,Master's Degree,1,4,2972,1,13,3,1,1,0,0
No,Travel_Rarely,R&D,Life Sciences,Male,Research Scientist,Single,No,2,39,24,High School,1,4,4108,7,13,1,18,7,7,7
No,Travel_Rarely,R&D,Life Sciences,Male,Healthcare Representative,Single,No,2,24,1,Associates Degree,2,3,4617,1,12,2,4,4,3,2
No,Travel_Rarely,R&D,Medical,Male,Research Scientist,Single,No,5,35,9,Master's Degree,2,3,5098,1,19,2,10,10,7,8
No,Travel_Rarely,R&D,Life Sciences,Male,Healthcare Representative,Single,No,3,41,5,Bachelor's Degree,2,2,6870,3,12,1,11,3,2,2
No,Travel_Rarely,R&D,Life Sciences,Male,Research Scientist,Single,No,2,40,2,Master's Degree,3,3,2809,2,14,4,8,2,2,2
No,Travel_Rarely,R&D,Medical,Male,Laboratory Technician,Single,No,6,26,1,Bachelor's Degree,3,1,2867,0,13,4,8,7,7,6
No,Travel_Rarely,R&D,Life Sciences,Male,Healthcare Representative,Single,No,3,46,13,Master's Degree,3,2,5562,6,14,4,19,10,7,9
No,Travel_Rarely,R&D,Life Sciences,Male,Manager,Single,No,2,49,1,Bachelor's Degree,3,3,15379,4,14,1,23,8,7,0
No,Travel_Rarely,R&D,Medical,Male,Research Scientist,Single,No,2,21,5,High School,3,4,3117,1,18,3,3,2,2,2
No,Travel_Rarely,R&D,Other,Male,Laboratory Technician,Single,No,2,26,7,Bachelor's Degree,3,1,3578,0,12,4,8,7,7,7
No,Travel_Rarely,R&D,Medical,Male,Laboratory Technician,Single,No,3,35,1,Bachelor's Degree,4,1,2450,1,19,2,3,3,0,2
No,Travel_Rarely,R&D,Life Sciences,Male,Manufacturing Director,Single,No,2,33,25,Bachelor's Degree,4,2,4320,1,13,4,5,5,3,2
No,Travel_Rarely,R&D,Life Sciences,Male,Laboratory Technician,Single,No,2,29,7,Bachelor's Degree,4,1,2062,3,14,2,11,3,2,2
No,Travel_Rarely,R&D,Technical Degree,Male,Research Scientist,Single,No,4,32,2,Bachelor's Degree,4,1,2439,1,14,4,4,4,2,2
No,Travel_Rarely,R&D,Life Sciences,Male,Research Scientist,Single,No,3,44,20,Bachelor's Degree,4,2,3420,1,13,3,6,5,2,3
No,Travel_Rarely,R&D,Life Sciences,Male,Laboratory Technician,Single,No,3,42,8,Bachelor's Degree,4,3,3968,4,13,4,8,0,0,0
No,Travel_Rarely,R&D,Life Sciences,Male,Research Scientist,Single,No,2,22,1,Associates Degree,4,3,3375,0,12,4,4,3,2,2
No,Travel_Rarely,R&D,Other,Male,Laboratory Technician,Single,No,6,23,12,Associates Degree,4,4,2647,1,13,3,5,5,2,4
No,Travel_Rarely,R&D,Medical,Male,Research Director,Single,No,2,53,2,Bachelor's Degree,4,2,16598,4,12,2,35,9,8,8
No,Travel_Rarely,Sales,Life Sciences,Male,Sales Executive,Divorced,No,5,31,8,Associates Degree,1,4,10793,1,18,1,13,13,7,9
No,Travel_Rarely,Sales,Marketing,Male,Sales Executive,Divorced,No,2,30,15,Associates Degree,3,1,7140,2,11,1,12,7,7,7
No,Travel_Rarely,Sales,Life Sciences,Male,Sales Executive,Divorced,No,5,41,3,Bachelor's Degree,3,2,8938,2,11,3,14,5,4,4
No,Travel_Rarely,Sales,Medical,Male,Sales Executive,Divorced,No,2,34,13,Master's Degree,4,3,8628,1,18,3,9,8,7,1
No,Travel_Rarely,Sales,Life Sciences,Male,Sales Executive,Divorced,No,3,29,19,Bachelor's Degree,3,3,8620,1,14,3,10,10,7,4
No,Travel_Rarely,Sales,Medical,Male,Sales Executive,Divorced,No,5,33,2,Master's Degree,4,4,5505,1,14,3,6,6,2,4
No,Travel_Rarely,Sales,Marketing,Male,Sales Executive,Divorced,No,3,48,7,Bachelor's Degree,3,1,5486,4,11,1,15,2,2,2
No,Travel_Rarely,Sales,Medical,Male,Sales Executive,Married,No,5,40,9,Associates Degree,1,1,5473,0,12,4,9,8,4,1
No,Travel_Rarely,Sales,Life Sciences,Male,Sales Executive,Married,No,6,33,8,Master's Degree,1,1,6392,2,13,4,8,2,2,2
No,Travel_Rarely,Sales,Life Sciences,Male,Sales Representative,Married,No,1,31,2,Associates Degree,1,3,3067,0,19,3,3,2,2,2
No,Travel_Rarely,Sales,Technical Degree,Male,Sales Executive,Married,No,3,31,5,Bachelor's Degree,1,3,8346,1,19,3,6,5,2,2
No,Travel_Rarely,Sales,Medical,Male,Sales Representative,Married,No,2,32,1,Master's Degree,2,2,2269,0,14,2,3,2,2,2
No,Travel_Rarely,Sales,Medical,Male,Sales Executive,Married,No,2,35,18,Master's Degree,2,1,5561,0,16,4,6,5,3,4
No,Travel_Rarely,Sales,Technical Degree,Male,Sales Executive,Married,No,3,30,29,Master's Degree,3,2,9250,3,12,2,9,4,2,3
No,Travel_Rarely,Sales,Life Sciences,Male,Sales Executive,Married,No,3,38,14,Bachelor's Degree,3,2,9924,0,11,4,10,9,8,7
No,Travel_Rarely,Sales,Life Sciences,Male,Sales Executive,Married,No,2,32,19,Bachelor's Degree,4,3,9610,3,13,3,10,4,3,2
No,Travel_Rarely,Sales,Life Sciences,Male,Sales Representative,Married,No,3,35,7,High School,4,3,2404,1,13,1,1,1,0,0
No,Travel_Rarely,Sales,Marketing,Male,Sales Executive,Married,No,3,32,7,Doctoral Degree,4,4,9204,4,12,3,7,4,3,3
No,Travel_Rarely,Sales,Medical,Male,Sales Executive,Married,No,3,39,6,Bachelor's Degree,4,3,8237,2,11,1,11,7,6,6
No,Travel_Rarely,Sales,Marketing,Male,Sales Executive,Married,No,2,37,9,Associates Degree,2,2,4189,1,14,1,5,5,2,3
No,Travel_Rarely,Sales,Marketing,Male,Sales Executive,Married,No,1,36,17,Associates Degree,3,2,5507,2,16,3,12,4,2,3
No,Travel_Rarely,Sales,Life Sciences,Male,Sales Executive,Married,No,3,38,1,Master's Degree,4,2,4440,0,15,1,16,15,13,8
No,Travel_Rarely,Sales,Life Sciences,Male,Sales Executive,Married,No,2,30,16,High School,4,3,5301,8,15,3,4,2,1,2
No,Travel_Rarely,Sales,Life Sciences,Male,Sales Representative,Single,No,3,38,1,Bachelor's Degree,1,1,2858,4,14,1,20,1,0,0
No,Travel_Rarely,Sales,Marketing,Male,Sales Executive,Single,No,3,39,15,Master's Degree,2,1,13341,0,12,1,21,20,8,10
No,Travel_Rarely,Sales,Medical,Male,Manager,Single,No,3,40,7,Master's Degree,2,2,19833,1,14,2,21,21,8,8
No,Travel_Rarely,Sales,Marketing,Male,Sales Executive,Single,No,2,33,10,Master's Degree,2,3,5487,1,14,2,10,10,4,9
No,Travel_Rarely,Sales,Medical,Male,Sales Executive,Single,No,2,29,10,Bachelor's Degree,3,3,5869,9,11,3,8,5,2,4
No,Travel_Rarely,Sales,Medical,Male,Sales Executive,Single,No,4,26,10,Bachelor's Degree,3,4,4684,1,13,1,5,5,3,2
No,Travel_Rarely,Sales,Other,Male,Sales Executive,Single,No,2,34,3,Bachelor's Degree,4,1,4759,3,18,4,15,13,9,12
No,Travel_Rarely,Sales,Life Sciences,Male,Sales Representative,Single,No,3,20,9,High School,4,1,2728,1,11,1,2,2,2,2
No,Travel_Rarely,Sales,Medical,Male,Sales Executive,Single,No,4,28,5,Bachelor's Degree,4,1,8463,0,18,4,6,5,4,3
No,Travel_Rarely,Sales,Marketing,Male,Sales Executive,Single,No,3,41,6,Bachelor's Degree,4,3,9241,1,12,2,10,10,8,7
No,Travel_Rarely,Sales,Marketing,Male,Sales Executive,Single,No,5,27,9,Bachelor's Degree,4,4,4105,1,14,1,7,7,7,7
No,Travel_Rarely,Sales,Life Sciences,Male,Manager,Single,No,5,46,1,Master's Degree,4,1,17567,1,15,2,27,26,0,12
No,Non-Travel,R&D,Other,Female,Research Scientist,Married,Yes,2,22,26,Associates Degree,2,3,2814,1,14,2,4,4,2,3
No,Travel_Frequently,R&D,Medical,Female,Research Scientist,Divorced,Yes,3,38,8,Bachelor's Degree,4,2,2133,1,16,3,20,20,11,7
No,Travel_Frequently,R&D,Technical Degree,Female,Research Scientist,Single,Yes,2,24,2,High School,1,4,3760,1,13,3,6,6,3,3
No,Travel_Frequently,R&D,Life Sciences,Female,Laboratory Technician,Single,Yes,3,27,5,Associates Degree,4,4,2379,0,14,3,6,5,4,2
No,Travel_Rarely,HR,Life Sciences,Female,Human Resources,Divorced,Yes,2,44,1,Bachelor's Degree,3,4,3195,4,18,1,8,2,2,2
No,Travel_Rarely,HR,Life Sciences,Female,Human Resources,Single,Yes,2,35,26,Master's Degree,3,4,8837,1,16,3,9,9,0,7
No,Travel_Rarely,R&D,Medical,Female,Research Director,Divorced,Yes,4,44,7,Bachelor's Degree,2,4,19049,0,14,4,23,22,7,10
No,Travel_Rarely,R&D,Life Sciences,Female,Manufacturing Director,Divorced,Yes,4,47,4,Bachelor's Degree,3,2,10333,8,12,3,28,22,11,10
No,Travel_Rarely,R&D,Medical,Female,Laboratory Technician,Divorced,Yes,2,49,16,Bachelor's Degree,4,1,2587,4,16,2,17,2,2,2
No,Travel_Rarely,R&D,Medical,Female,Laboratory Technician,Divorced,Yes,4,31,2,High School,4,4,1129,1,11,3,1,1,0,0
No,Travel_Rarely,R&D,Other,Female,Manufacturing Director,Married,Yes,2,35,16,Associates Degree,4,2,4788,0,11,4,4,3,2,2
No,Travel_Rarely,R&D,Life Sciences,Female,Research Scientist,Married,Yes,3,26,1,Associates Degree,2,3,2933,1,13,3,1,1,0,0
No,Travel_Rarely,R&D,Life Sciences,Female,Manufacturing Director,Married,Yes,3,40,8,Associates Degree,2,1,6516,2,16,2,18,1,0,0
No,Travel_Rarely,R&D,Medical,Female,Healthcare Representative,Married,Yes,6,33,15,Associates Degree,2,4,4878,0,13,1,10,9,7,1
No,Travel_Rarely,R&D,Life Sciences,Female,Healthcare Representative,Married,Yes,3,49,6,High School,3,3,13966,2,19,2,30,15,11,12
No,Travel_Rarely,R&D,Life Sciences,Female,Healthcare Representative,Married,Yes,2,44,2,Bachelor's Degree,3,4,7879,1,19,2,9,8,7,7
No,Travel_Rarely,R&D,Medical,Female,Manufacturing Director,Married,Yes,6,38,2,Associates Degree,4,3,7756,3,19,4,10,5,4,2
No,Travel_Rarely,R&D,Life Sciences,Female,Manufacturing Director,Married,Yes,2,36,12,Master's Degree,3,3,4663,9,12,2,7,3,2,1
No,Travel_Rarely,R&D,Medical,Female,Healthcare Representative,Single,Yes,4,35,10,Master's Degree,1,3,6142,3,16,3,10,5,2,4
No,Travel_Rarely,R&D,Medical,Female,Laboratory Technician,Single,Yes,3,45,5,Doctoral Degree,3,1,5769,1,14,1,10,10,7,4
No,Travel_Rarely,R&D,Medical,Female,Manufacturing Director,Single,Yes,3,54,10,Bachelor's Degree,3,1,4440,6,19,4,9,5,2,4
No,Travel_Rarely,R&D,Life Sciences,Female,Manufacturing Director,Single,Yes,2,40,16,Bachelor's Degree,3,4,7945,6,15,4,18,4,2,3
No,Travel_Rarely,Sales,Marketing,Female,Sales Executive,Divorced,Yes,3,41,4,High School,3,3,10447,0,13,4,23,22,14,5
No,Travel_Rarely,Sales,Medical,Female,Sales Executive,Divorced,Yes,2,31,10,Associates Degree,3,4,6583,2,11,4,8,5,2,4
No,Travel_Rarely,Sales,Life Sciences,Female,Sales Executive,Married,Yes,2,35,7,Master's Degree,3,4,5204,1,11,4,10,10,8,9
No,Travel_Rarely,Sales,Medical,Female,Sales Executive,Married,Yes,3,34,3,High School,4,4,8103,3,12,3,9,4,2,1
No,Travel_Rarely,Sales,Technical Degree,Female,Sales Executive,Married,Yes,4,36,10,Master's Degree,2,3,5673,1,13,1,10,10,9,7
No,Travel_Rarely,Sales,Medical,Female,Sales Executive,Married,Yes,4,47,14,Bachelor's Degree,3,3,4591,3,17,3,11,5,4,2
No,Travel_Rarely,Sales,Life Sciences,Female,Manager,Married,Yes,2,58,21,Bachelor's Degree,4,4,17875,4,13,3,29,1,0,0
No,Travel_Rarely,Sales,Medical,Female,Sales Executive,Married,Yes,3,24,4,High School,4,3,4162,1,12,3,5,5,4,3
No,Travel_Rarely,Sales,Marketing,Female,Sales Executive,Single,Yes,3,36,3,Master's Degree,1,2,9278,3,16,4,15,5,4,1
No,Non-Travel,R&D,Life Sciences,Male,Healthcare Representative,Divorced,Yes,2,40,8,Associates Degree,4,4,4069,3,18,3,8,2,2,2
No,Non-Travel,R&D,Medical,Male,Research Scientist,Divorced,Yes,3,31,3,Associates Degree,3,1,3065,1,13,4,4,4,2,3
No,Non-Travel,R&D,Life Sciences,Male,Laboratory Technician,Married,Yes,2,39,1,Bachelor's Degree,4,4,6472,1,15,4,9,9,8,8
No,Non-Travel,Sales,Life Sciences,Male,Sales Executive,Divorced,Yes,3,34,10,Bachelor's Degree,4,3,4001,1,14,3,15,15,14,7
No,Travel_Frequently,HR,Human Resources,Male,Human Resources,Married,Yes,3,44,1,Doctoral Degree,1,4,5743,4,11,3,14,10,7,2
No,Travel_Frequently,HR,Other,Male,Human Resources,Married,Yes,2,38,1,Master's Degree,4,2,2991,0,11,2,7,6,2,2
No,Travel_Frequently,R&D,Life Sciences,Male,Research Director,Married,Yes,3,58,15,Master's Degree,1,3,15787,2,14,2,23,2,2,2
No,Travel_Frequently,R&D,Other,Male,Research Scientist,Married,Yes,3,34,22,Master's Degree,3,4,5747,1,15,2,16,15,10,11
No,Travel_Frequently,R&D,Life Sciences,Male,Laboratory Technician,Married,Yes,3,36,6,Master's Degree,1,1,5562,3,13,4,9,3,2,2
No,Travel_Frequently,R&D,Medical,Male,Healthcare Representative,Married,Yes,3,50,20,Doctoral Degree,2,3,11245,2,15,3,32,30,8,13
No,Travel_Frequently,R&D,Life Sciences,Male,Healthcare Representative,Married,Yes,3,42,2,Bachelor's Degree,4,4,10124,2,14,3,24,20,8,9
No,Travel_Frequently,R&D,Life Sciences,Male,Healthcare Representative,Married,Yes,2,35,18,Master's Degree,3,3,5689,1,14,4,10,10,2,2
No,Travel_Frequently,R&D,Medical,Male,Research Scientist,Single,Yes,2,35,2,Master's Degree,1,4,4930,0,14,3,6,5,4,4
No,Travel_Frequently,R&D,Medical,Male,Manufacturing Director,Single,Yes,2,44,2,High School,2,3,10209,5,18,2,16,2,2,2
No,Travel_Frequently,R&D,Medical,Male,Research Director,Single,Yes,2,50,22,Doctoral Degree,3,4,14411,1,13,4,32,32,6,9
No,Travel_Frequently,R&D,Life Sciences,Male,Healthcare Representative,Single,Yes,5,29,1,Bachelor's Degree,4,3,6294,8,12,4,10,3,2,2
No,Travel_Frequently,Sales,Life Sciences,Male,Sales Executive,Married,Yes,2,28,1,Associates Degree,3,4,6834,1,12,3,7,7,7,7
No,Travel_Rarely,HR,Human Resources,Male,Manager,Married,Yes,0,55,26,Master's Degree,3,2,19636,4,18,1,35,10,9,4
No,Travel_Rarely,R&D,Medical,Male,Healthcare Representative,Divorced,Yes,2,45,20,Bachelor's Degree,2,1,10851,2,18,2,24,7,7,7
No,Travel_Rarely,R&D,Medical,Male,Research Director,Divorced,Yes,3,46,2,Master's Degree,3,4,19328,7,17,3,24,2,1,2
No,Travel_Rarely,R&D,Life Sciences,Male,Research Scientist,Divorced,Yes,3,42,18,Master's Degree,4,1,5410,6,17,3,9,4,3,2
No,Travel_Rarely,R&D,Other,Male,Laboratory Technician,Divorced,Yes,2,25,2,High School,4,3,3977,6,19,3,7,2,2,2
No,Travel_Rarely,R&D,Medical,Male,Research Scientist,Married,Yes,5,41,5,Doctoral Degree,2,3,2127,2,12,1,7,4,2,3
No,Travel_Rarely,R&D,Life Sciences,Male,Healthcare Representative,Married,Yes,2,55,4,Master's Degree,4,3,4035,0,16,2,4,3,2,2
No,Travel_Rarely,R&D,Medical,Male,Healthcare Representative,Married,Yes,2,38,18,Bachelor's Degree,2,4,5811,3,16,3,15,1,0,0
No,Travel_Rarely,R&D,Life Sciences,Male,Laboratory Technician,Married,Yes,3,33,28,Master's Degree,2,3,5207,1,12,2,15,15,14,7
No,Travel_Rarely,R&D,Other,Male,Laboratory Technician,Married,Yes,2,29,13,Associates Degree,4,2,4025,4,13,1,10,4,3,3
No,Travel_Rarely,R&D,Life Sciences,Male,Healthcare Representative,Married,Yes,1,36,10,Bachelor's Degree,4,1,8321,7,13,4,15,12,8,7
No,Travel_Rarely,R&D,Medical,Male,Laboratory Technician,Married,Yes,3,35,11,Master's Degree,4,3,2660,7,11,3,5,2,2,2
No,Travel_Rarely,R&D,Technical Degree,Male,Manufacturing Director,Married,Yes,4,45,29,Bachelor's Degree,2,4,9380,4,18,4,10,3,1,2
No,Travel_Rarely,R&D,Medical,Male,Research Scientist,Married,Yes,3,34,2,Master's Degree,4,4,2932,0,14,1,6,5,0,2
No,Travel_Rarely,R&D,Medical,Male,Laboratory Technician,Single,Yes,3,29,3,High School,2,1,4723,1,18,4,10,10,9,5
No,Travel_Rarely,R&D,Medical,Male,Research Scientist,Single,Yes,2,44,1,Bachelor's Degree,2,4,2436,6,12,3,6,4,3,2
No,Travel_Rarely,R&D,Life Sciences,Male,Healthcare Representative,Single,Yes,6,33,8,Doctoral Degree,4,3,6388,2,17,1,14,0,0,0
No,Travel_Rarely,Sales,Medical,Male,Sales Executive,Divorced,Yes,3,29,5,Bachelor's Degree,1,2,4187,1,13,2,10,10,0,9
No,Travel_Rarely,Sales,Life Sciences,Male,Sales Executive,Divorced,Yes,5,46,2,Bachelor's Degree,3,4,10368,4,12,2,13,10,6,3
No,Travel_Rarely,Sales,Marketing,Male,Sales Executive,Divorced,Yes,4,42,12,Master's Degree,2,4,5087,3,12,3,14,0,0,0
No,Travel_Rarely,Sales,Technical Degree,Male,Sales Executive,Married,Yes,3,34,1,Bachelor's Degree,4,3,7083,1,14,4,10,10,9,6
No,Travel_Rarely,Sales,Marketing,Male,Manager,Married,Yes,2,50,9,Bachelor's Degree,3,3,19331,4,16,3,27,1,0,0
No,Travel_Rarely,Sales,Medical,Male,Sales Executive,Married,Yes,3,43,2,Bachelor's Degree,4,4,7847,1,17,1,10,10,9,8
No,Travel_Rarely,Sales,Life Sciences,Male,Sales Executive,Married,Yes,3,34,4,Bachelor's Degree,3,4,9713,2,13,4,9,5,3,0
No,Travel_Rarely,Sales,Medical,Male,Sales Representative,Single,Yes,6,21,5,High School,3,1,2380,1,11,4,2,2,2,2
No,Travel_Rarely,Sales,Life Sciences,Male,Sales Executive,Single,Yes,2,41,23,Associates Degree,4,3,7082,3,16,4,21,2,0,2
No,Non-Travel,R&D,Medical,Female,Research Director,Married,No,2,31,10,Bachelor's Degree,3,3,11031,4,20,3,13,11,7,8
No,Non-Travel,Sales,Life Sciences,Female,Sales Executive,Married,No,3,45,2,Master's Degree,3,3,5154,4,22,2,10,8,7,7
No,Travel_Frequently,R&D,Medical,Female,Manager,Divorced,No,2,54,11,Master's Degree,2,4,16032,3,20,1,26,14,9,12
No,Travel_Frequently,R&D,Medical,Female,Laboratory Technician,Single,No,3,38,2,Bachelor's Degree,4,2,2440,1,22,2,4,4,3,3
No,Travel_Frequently,R&D,Technical Degree,Female,Manufacturing Director,Single,No,3,31,24,High School,4,4,5238,2,20,4,9,5,4,4
No,Travel_Rarely,HR,Life Sciences,Female,Human Resources,Married,No,2,45,4,Bachelor's Degree,3,3,9756,4,21,3,9,5,0,3
No,Travel_Rarely,R&D,Medical,Female,Manufacturing Director,Divorced,No,5,28,27,Bachelor's Degree,2,1,4877,0,21,2,6,5,3,0
No,Travel_Rarely,R&D,Life Sciences,Female,Research Scientist,Married,No,5,26,3,Bachelor's Degree,1,4,2061,1,21,1,1,1,0,0
